# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2026-02-27 18:37:14.916
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
253.804263,0.0001,-0.0027,-0.0185,0.02
253.817264,0.0055,0.0073,-0.0093,0.01
253.827968,0.0091,0.0034,-0.0009,0.01
253.838862,-0.0023,-0.0110,-0.0101,0.02
253.848636,0.0087,-0.0056,-0.0002,0.01
253.860419,0.0132,-0.0008,0.0174,0.02
253.860596,0.0007,0.0031,0.0179,0.02
253.873151,-0.0075,-0.0002,0.0033,0.01
253.886356,-0.0032,-0.0020,-0.0040,0.01
253.896096,-0.0110,0.0018,-0.0126,0.02
253.906257,0.0072,0.0016,-0.0169,0.02
253.918301,0.0099,0.0027,-0.0086,0.01
253.929862,0.0059,0.0011,-0.0003,0.01
253.939963,0.0130,0.0027,0.0139,0.02
253.952869,0.0105,0.0008,0.0173,0.02
253.966211,-0.0002,-0.0018,0.0082,0.01
253.966509,-0.0005,-0.0060,0.0081,0.01
253.979241,-0.0059,-0.0042,0.0157,0.02
253.992474,-0.0308,-0.0039,0.0078,0.03
254.003358,-0.0329,-0.0030,0.0028,0.03
254.003538,-0.0230,-0.0076,0.0061,0.02
254.012314,-0.0157,-0.0049,-0.0026,0.02
254.023916,-0.0039,0.0077,-0.0152,0.02
254.030615,0.0200,0.0093,-0.0133,0.03
254.040783,0.0277,0.0070,-0.0052,0.03
254.049460,0.0189,0.0019,-0.0115,0.02
254.068572,0.0166,0.0013,-0.0034,0.02
254.068670,0.0084,0.0021,0.0064,0.01
254.080173,-0.0107,-0.0061,0.0055,0.01
254.091518,-0.0117,-0.0099,0.0129,0.02
254.097187,-0.0124,-0.0105,0.0113,0.02
254.107171,-0.0262,-0.0057,-0.0063,0.03
254.125709,0.0088,-0.0120,-0.0098,0.02
254.138440,0.0108,-0.0097,-0.0117,0.02
254.144076,0.0175,0.0064,-0.0115,0.02
254.154597,0.0265,0.0094,0.0025,0.03
254.163569,0.0152,-0.0017,0.0058,0.02
254.173490,0.0054,0.0030,0.0082,0.01
254.183661,0.0002,0.0048,0.0162,0.02
254.197351,-0.0111,-0.0021,0.0186,0.02
254.201566,-0.0191,-0.0084,0.0026,0.02
254.212040,-0.0185,-0.0130,-0.0101,0.02
254.221179,-0.0162,-0.0030,-0.0069,0.02
254.230656,-0.0125,0.0040,-0.0079,0.02
254.239841,-0.0010,0.0030,0.0003,0.00
254.249585,0.0098,0.0029,0.0089,0.01
254.267776,0.0070,0.0013,0.0004,0.01
254.268222,0.0106,0.0104,-0.0055,0.02
254.281338,0.0151,0.0085,-0.0039,0.02
254.296293,-0.0071,-0.0058,-0.0084,0.01
254.307168,-0.0029,-0.0059,0.0090,0.01
254.315943,-0.0197,-0.0113,0.0101,0.02
254.330784,-0.0297,-0.0147,-0.0050,0.03
254.334743,-0.0061,-0.0114,0.0068,0.01
254.345208,-0.0003,-0.0116,0.0121,0.02
254.354565,0.0006,-0.0007,0.0053,0.01
254.363665,0.0167,0.0066,0.0029,0.02
254.373287,0.0212,0.0061,-0.0005,0.02
254.382526,0.0019,0.0076,-0.0202,0.02
254.394142,0.0080,0.0078,-0.0201,0.02
254.405715,0.0112,0.0039,0.0048,0.01
254.415061,-0.0137,0.0003,0.0135,0.02
254.421070,-0.0193,-0.0009,0.0147,0.02
254.430512,-0.0024,-0.0079,0.0208,0.02
254.440151,-0.0085,-0.0068,0.0096,0.01
254.452146,-0.0143,-0.0009,-0.0088,0.02
254.462174,0.0034,-0.0069,-0.0038,0.01
254.470901,0.0067,-0.0073,0.0080,0.01
254.478064,-0.0188,-0.0092,-0.0115,0.02
254.498716,-0.0006,-0.0056,0.0114,0.01
254.506400,-0.0174,-0.0010,-0.0001,0.02
254.522210,-0.0162,0.0152,-0.0011,0.02
254.524642,0.0024,0.0218,0.0140,0.03
254.534911,-0.0042,0.0171,0.0063,0.02
254.545076,0.0040,0.0153,-0.0175,0.02
254.553993,0.0339,0.0131,-0.0254,0.04
254.575696,0.0333,0.0074,-0.0388,0.05
254.575793,0.0221,-0.0024,-0.0449,0.05
254.582395,0.0381,-0.0117,-0.0199,0.04
254.593401,0.0272,-0.0197,-0.0037,0.03
254.602233,0.0036,-0.0107,0.0016,0.01
254.610650,0.0047,-0.0057,0.0227,0.02
254.620561,-0.0056,-0.0058,0.0447,0.05
254.630521,-0.0365,-0.0027,0.0366,0.05
254.643373,-0.0345,-0.0073,0.0257,0.04
254.649132,-0.0082,-0.0179,0.0246,0.03
254.659182,-0.0049,-0.0225,0.0022,0.02
254.668130,0.0061,-0.0147,-0.0232,0.03
254.678994,0.0222,-0.0002,-0.0184,0.03
254.695992,-0.0047,-0.0002,-0.0144,0.02
254.708737,0.0063,-0.0020,0.0098,0.01
254.715931,-0.0054,0.0062,0.0248,0.03
254.725668,-0.0302,0.0115,0.0147,0.04
254.734579,-0.0231,0.0081,0.0123,0.03
254.743593,-0.0124,0.0019,0.0114,0.02
254.753922,-0.0221,-0.0003,-0.0065,0.02
254.769142,-0.0014,0.0036,-0.0178,0.02
254.772410,0.0160,0.0072,-0.0211,0.03
254.783090,0.0057,0.0168,-0.0299,0.03
254.791677,-0.0020,0.0158,-0.0301,0.03
254.801335,0.0136,0.0059,-0.0066,0.02
254.810232,0.0028,0.0009,0.0096,0.01
254.820353,-0.0111,0.0013,0.0028,0.01
254.830302,-0.0030,-0.0065,0.0051,0.01
254.844903,0.0093,-0.0027,0.0166,0.02
254.858526,-0.0026,-0.0000,0.0102,0.01
254.858656,-0.0013,0.0016,0.0050,0.01
254.871033,-0.0004,-0.0005,0.0074,0.01
254.883781,-0.0158,-0.0039,0.0057,0.02
254.895353,-0.0213,-0.0065,0.0034,0.02
254.907889,-0.0006,0.0016,0.0070,0.01
254.920836,0.0072,0.0015,-0.0029,0.01
254.934219,0.0201,-0.0001,-0.0145,0.02
254.949100,0.0229,0.0078,-0.0201,0.03
254.960016,0.0232,-0.0073,-0.0055,0.02
254.971859,0.0177,-0.0128,-0.0007,0.02
254.988335,0.0004,-0.0025,0.0009,0.00
255.002132,-0.0258,-0.0091,0.0128,0.03
255.002635,-0.0185,-0.0164,0.0221,0.03
255.012725,-0.0086,-0.0140,0.0241,0.03
255.024596,0.0013,0.0006,0.0114,0.01
255.031767,0.0030,0.0077,-0.0122,0.01
255.040869,0.0074,0.0084,-0.0261,0.03
255.054269,0.0076,0.0022,-0.0302,0.03
255.064540,0.0001,-0.0006,-0.0199,0.02
255.076014,0.0084,0.0040,0.0125,0.02
255.089215,0.0059,-0.0029,0.0297,0.03
255.089319,-0.0190,-0.0074,0.0143,0.02
255.100168,-0.0220,0.0004,0.0137,0.03
255.114066,-0.0172,-0.0099,0.0205,0.03
255.126170,-0.0157,-0.0193,0.0135,0.03
255.140325,0.0028,-0.0013,-0.0034,0.00
255.152756,-0.0075,0.0114,-0.0110,0.02
255.163350,-0.0121,0.0121,-0.0260,0.03
255.163466,0.0083,0.0039,-0.0161,0.02
255.176598,0.0243,0.0064,0.0034,0.03
255.187431,0.0215,0.0087,0.0027,0.02
255.200962,0.0200,0.0080,0.0005,0.02
255.201325,0.0187,0.0055,0.0012,0.02
255.218278,-0.0065,-0.0070,-0.0124,0.02
255.230632,-0.0094,-0.0122,-0.0134,0.02
255.230720,0.0044,-0.0101,0.0076,0.01
255.240847,-0.0056,-0.0058,0.0094,0.01
255.251406,-0.0158,0.0083,0.0036,0.02
255.264071,-0.0127,0.0092,0.0068,0.02
255.277165,-0.0088,-0.0003,0.0113,0.01
255.291131,0.0036,-0.0081,-0.0069,0.01
255.304413,0.0127,0.0047,-0.0017,0.01
255.317962,0.0058,0.0121,-0.0060,0.01
255.318165,0.0029,0.0089,-0.0092,0.01
255.328358,0.0027,0.0091,-0.0044,0.01
255.341068,-0.0020,0.0099,-0.0008,0.01
255.354675,-0.0031,0.0052,0.0025,0.01
255.354824,-0.0006,-0.0003,0.0030,0.00
255.364937,-0.0064,0.0024,0.0039,0.01
255.377975,-0.0105,0.0016,-0.0004,0.01
255.392510,0.0008,-0.0058,-0.0010,0.01
255.392747,0.0027,-0.0125,-0.0052,0.01
255.405355,0.0074,-0.0091,-0.0065,0.01
255.417814,0.0120,0.0001,-0.0002,0.01
255.430079,0.0048,0.0065,-0.0037,0.01
255.430298,-0.0002,0.0057,-0.0022,0.01
255.442794,0.0049,-0.0045,0.0093,0.01
255.454484,-0.0018,-0.0123,0.0126,0.02
255.468802,-0.0092,-0.0058,0.0080,0.01
255.481190,0.0038,-0.0088,-0.0019,0.01
255.493718,0.0025,-0.0004,-0.0152,0.02
255.508948,0.0100,0.0108,-0.0110,0.02
255.509197,0.0126,0.0123,0.0052,0.02
255.521074,0.0008,0.0080,0.0064,0.01
255.532036,-0.0110,0.0029,0.0021,0.01
255.543195,-0.0045,0.0017,0.0100,0.01
255.543425,-0.0027,0.0036,0.0118,0.01
255.558591,-0.0119,0.0036,-0.0060,0.01
255.572351,-0.0014,-0.0031,-0.0043,0.01
255.572660,0.0081,-0.0033,0.0051,0.01
255.585825,-0.0076,-0.0046,-0.0093,0.01
255.597945,-0.0029,0.0050,-0.0101,0.01
255.608972,0.0064,0.0010,-0.0040,0.01
255.609529,0.0020,-0.0056,-0.0014,0.01
255.623640,-0.0047,0.0009,0.0071,0.01
255.637879,-0.0054,-0.0045,0.0128,0.01
255.648809,-0.0046,-0.0045,0.0172,0.02
255.649067,-0.0036,-0.0074,-0.0027,0.01
255.659496,0.0033,-0.0085,-0.0174,0.02
255.669981,0.0113,0.0053,-0.0113,0.02
255.683476,0.0068,0.0074,-0.0084,0.01
255.700278,-0.0048,0.0018,-0.0081,0.01
255.700384,-0.0038,-0.0040,-0.0003,0.01
255.714012,-0.0032,-0.0034,0.0071,0.01
255.729384,-0.0053,-0.0031,0.0080,0.01
255.729637,0.0030,0.0035,0.0099,0.01
255.740502,0.0041,-0.0019,0.0042,0.01
255.752039,0.0003,-0.0041,0.0016,0.00
255.762741,-0.0033,0.0027,-0.0057,0.01
255.773658,0.0050,0.0025,0.0009,0.01
255.790256,0.0051,-0.0041,-0.0051,0.01
255.801668,-0.0055,-0.0000,-0.0064,0.01
255.801861,-0.0039,0.0117,0.0041,0.01
255.812805,0.0003,0.0017,0.0101,0.01
255.824126,0.0022,-0.0033,0.0016,0.00
255.839249,0.0073,-0.0014,-0.0054,0.01
255.839448,0.0146,0.0013,-0.0001,0.01
255.853637,0.0094,0.0032,-0.0008,0.01
255.863987,-0.0009,0.0029,-0.0097,0.01
255.874267,0.0012,-0.0026,-0.0119,0.01
255.888436,0.0007,-0.0031,-0.0030,0.00
255.901105,-0.0058,-0.0036,0.0001,0.01
255.916792,-0.0003,-0.0051,0.0042,0.01
255.916986,-0.0006,-0.0046,0.0026,0.01
255.928748,-0.0063,0.0040,0.0000,0.01
255.939240,0.0012,0.0068,0.0028,0.01
255.951157,0.0098,0.0000,0.0037,0.01
255.965423,0.0062,-0.0039,-0.0055,0.01
255.965585,0.0007,0.0020,-0.0071,0.01
255.978490,0.0045,0.0065,0.0005,0.01
255.994210,-0.0016,0.0074,-0.0011,0.01
255.994405,-0.0014,0.0047,-0.0037,0.01
256.004010,-0.0022,-0.0045,0.0016,0.01
256.015540,-0.0014,-0.0065,0.0114,0.01
256.019344,-0.0094,-0.0043,0.0089,0.01
256.046130,0.0013,-0.0024,0.0088,0.01
256.047769,-0.0001,-0.0021,0.0032,0.00
256.060879,0.0012,0.0038,-0.0032,0.01
256.066344,-0.0031,0.0089,-0.0066,0.01
256.075732,0.0021,0.0019,-0.0053,0.01
256.085715,-0.0006,-0.0040,-0.0018,0.00
256.095218,-0.0074,0.0066,-0.0014,0.01
256.104887,-0.0107,0.0209,0.0048,0.02
256.115381,-0.0122,0.0349,0.0094,0.04
256.129029,-0.0117,0.0485,0.0083,0.05
256.138382,-0.0096,0.0651,-0.0015,0.07
256.149985,0.0065,0.0785,-0.0143,0.08
256.163960,0.0192,0.0759,-0.0304,0.08
256.164082,0.0295,0.0596,-0.0487,0.08
256.177459,0.0324,0.0294,-0.0555,0.07
256.188722,0.0355,0.0010,-0.0441,0.06
256.202814,0.0314,-0.0229,-0.0217,0.04
256.202981,-0.0025,-0.0354,-0.0134,0.04
256.216495,-0.0098,-0.0411,0.0077,0.04
256.228500,-0.0189,-0.0359,0.0412,0.06
256.241269,-0.0487,-0.0354,0.0773,0.10
256.256267,-0.0443,-0.0406,0.0638,0.09
256.256456,-0.0337,-0.0387,0.0347,0.06
256.267519,-0.0155,-0.0334,-0.0033,0.04
256.277763,0.0063,-0.0340,-0.0296,0.05
256.288338,0.0261,-0.0283,-0.0357,0.05
256.303226,0.0251,-0.0117,-0.0342,0.04
256.319987,0.0207,0.0024,-0.0221,0.03
256.331164,0.0063,0.0177,0.0110,0.02
256.341532,-0.0160,0.0343,0.0130,0.04
256.354087,-0.0061,0.0317,0.0205,0.04
256.367501,-0.0068,0.0011,-0.0019,0.01
256.381164,-0.0142,0.0077,-0.0313,0.04
256.381298,-0.0023,0.0110,-0.0433,0.04
256.395344,0.0149,0.0057,-0.0347,0.04
256.407610,0.0156,-0.0060,-0.0187,0.03
256.418316,0.0087,0.0028,0.0090,0.01
256.429925,-0.0029,0.0174,0.0309,0.04
256.430130,-0.0136,0.0232,0.0302,0.04
256.441639,-0.0164,0.0207,0.0125,0.03
256.458323,-0.0041,0.0219,-0.0002,0.02
256.468975,0.0257,0.0205,-0.0243,0.04
256.484133,0.0385,0.0157,-0.0342,0.05
256.496971,0.0405,0.0058,-0.0332,0.05
256.497176,0.0403,0.0065,-0.0191,0.05
256.508835,0.0290,0.0083,-0.0079,0.03
256.519533,0.0048,0.0031,-0.0006,0.01
256.531761,-0.0004,0.0031,0.0263,0.03
256.544877,-0.0217,-0.0014,0.0385,0.04
256.544975,-0.0424,0.0029,0.0375,0.06
256.559105,-0.0379,-0.0137,0.0259,0.05
256.574010,-0.0169,-0.0382,0.0104,0.04
256.574129,-0.0075,-0.0405,-0.0086,0.04
256.585378,0.0062,-0.0301,-0.0180,0.04
256.595861,0.0191,-0.0191,-0.0113,0.03
256.608943,0.0067,-0.0009,0.0004,0.01
256.621828,-0.0256,-0.0030,0.0278,0.04
256.636044,-0.0263,-0.0071,0.0398,0.05
256.647896,-0.0413,-0.0005,0.0326,0.05
256.648076,-0.0336,0.0054,0.0195,0.04
256.659202,-0.0011,0.0047,-0.0006,0.00
256.670782,0.0162,0.0033,-0.0363,0.04
256.684270,0.0201,0.0155,-0.0605,0.07
256.699502,0.0374,0.0171,-0.0583,0.07
256.699720,0.0485,0.0037,-0.0336,0.06
256.713707,0.0358,0.0028,-0.0086,0.04
256.714127,0.0142,0.0030,0.0186,0.02
256.733145,-0.0022,-0.0062,0.0411,0.04
256.733358,-0.0173,-0.0177,0.0409,0.05
256.742856,-0.0256,-0.0202,0.0208,0.04
256.753976,-0.0177,-0.0078,0.0107,0.02
256.768369,-0.0093,0.0214,0.0151,0.03
256.777731,-0.0167,0.0521,-0.0014,0.05
256.787842,-0.0162,0.0722,-0.0304,0.08
256.800633,0.0027,0.0704,-0.0411,0.08
256.800793,0.0250,0.0541,-0.0220,0.06
256.815065,0.0355,0.0353,-0.0045,0.05
256.829454,0.0461,0.0149,-0.0192,0.05
256.843363,0.0451,-0.0119,-0.0585,0.07
256.854841,0.0303,-0.0216,-0.0249,0.04
256.867050,0.0084,-0.0395,0.0180,0.04
256.867174,-0.0321,-0.0429,0.0487,0.07
256.881383,-0.0734,-0.0303,0.0678,0.10
256.893306,-0.0871,-0.0228,0.0796,0.12
256.906365,-0.0697,-0.0246,0.0699,0.10
256.906583,-0.0425,-0.0280,0.0335,0.06
256.913358,-0.0034,-0.0219,-0.0044,0.02
256.932197,0.0283,-0.0130,-0.0335,0.05
256.932802,0.0450,-0.0040,-0.0594,0.07
256.944920,0.0508,0.0105,-0.0756,0.09
256.952646,0.0458,0.0211,-0.0680,0.08
256.961533,0.0334,0.0211,-0.0219,0.05
256.970922,0.0085,0.0090,0.0411,0.04
256.980235,-0.0245,-0.0034,0.0718,0.08
256.992065,-0.0445,-0.0021,0.0572,0.07
257.005980,-0.0396,-0.0022,0.0259,0.05
257.019521,-0.0099,-0.0082,0.0046,0.01
257.029845,0.0274,-0.0036,-0.0297,0.04
257.042474,0.0202,0.0122,-0.0541,0.06
257.055456,0.0185,0.0197,-0.0596,0.07
257.070159,0.0174,0.0087,-0.0315,0.04
257.083149,0.0104,-0.0170,0.0571,0.06
257.093027,-0.0097,-0.0093,0.0589,0.06
257.104666,-0.0254,-0.0003,0.0389,0.05
257.118814,-0.0194,0.0026,-0.0096,0.02
257.131541,-0.0188,0.0172,-0.0257,0.04
257.144674,-0.0234,0.0144,-0.0333,0.04
257.144812,-0.0214,0.0128,-0.0300,0.04
257.155620,-0.0154,0.0122,-0.0200,0.03
257.170670,-0.0005,0.0093,0.0045,0.01
257.170881,0.0212,0.0020,0.0356,0.04
257.182351,0.0199,-0.0076,0.0507,0.05
257.194494,0.0030,-0.0027,0.0380,0.04
257.205913,-0.0088,0.0092,0.0045,0.01
257.218227,-0.0079,0.0066,-0.0394,0.04
257.233735,0.0006,-0.0005,-0.0594,0.06
257.244929,-0.0034,0.0003,-0.0364,0.04
257.255871,-0.0061,-0.0081,-0.0062,0.01
257.256190,0.0081,-0.0214,0.0258,0.03
257.267814,0.0268,-0.0191,0.0516,0.06
257.281264,0.0372,0.0039,0.0514,0.06
257.292496,0.0319,0.0095,0.0225,0.04
257.309050,0.0157,0.0016,-0.0132,0.02
257.309204,-0.0139,-0.0089,-0.0501,0.05
257.321052,-0.0338,-0.0105,-0.0611,0.07
257.331776,-0.0277,-0.0121,-0.0292,0.04
257.342179,-0.0209,-0.0263,0.0246,0.04
257.342387,-0.0197,-0.0375,0.0710,0.08
257.355362,-0.0191,-0.0252,0.0841,0.09
257.373592,-0.0148,-0.0029,0.0586,0.06
257.374018,-0.0036,0.0029,0.0142,0.01
257.389007,0.0224,-0.0066,-0.0210,0.03
257.401529,0.0025,0.0236,-0.0584,0.06
257.408297,-0.0197,0.0176,-0.0578,0.06
257.418512,-0.0226,-0.0108,-0.0260,0.04
257.435123,-0.0200,-0.0152,0.0233,0.03
257.436082,-0.0139,0.0004,0.0595,0.06
257.447892,0.0010,0.0073,0.0691,0.07
257.455886,0.0078,0.0011,0.0397,0.04
257.465851,-0.0023,0.0012,-0.0241,0.02
257.475470,0.0034,0.0231,-0.0769,0.08
257.484442,0.0145,0.0363,-0.0887,0.10
257.498265,0.0118,0.0205,-0.0592,0.06
257.509612,0.0017,-0.0032,-0.0090,0.01
257.513253,-0.0113,-0.0100,0.0311,0.03
257.522871,-0.0264,0.0024,0.0559,0.06
257.535905,-0.0177,0.0021,0.0643,0.07
257.541323,0.0054,-0.0105,0.0514,0.05
257.551214,0.0119,-0.0039,0.0037,0.01
257.564087,0.0093,0.0215,-0.0435,0.05
257.575566,0.0062,0.0239,-0.0635,0.07
257.588906,0.0040,-0.0151,-0.0318,0.04
257.600024,0.0039,-0.0117,0.0013,0.01
257.613562,0.0106,-0.0091,0.0468,0.05
257.618105,0.0116,-0.0290,0.0641,0.07
257.631226,0.0043,-0.0400,0.0344,0.05
257.636109,-0.0058,-0.0164,-0.0044,0.02
257.647278,-0.0014,0.0104,-0.0112,0.02
257.655949,0.0046,0.0175,0.0028,0.02
257.665396,-0.0025,0.0238,-0.0067,0.02
257.674437,-0.0154,0.0496,-0.0283,0.06
257.687185,-0.0174,0.0697,-0.0271,0.08
257.698330,0.0008,0.0619,-0.0025,0.06
257.707550,0.0252,0.0187,-0.0047,0.03
257.719801,0.0582,-0.0132,-0.0316,0.07
257.722477,0.0775,-0.0130,-0.0529,0.09
257.735333,0.0720,-0.0163,-0.0551,0.09
257.747328,0.0580,-0.0340,-0.0377,0.08
257.758294,0.0292,-0.0390,-0.0093,0.05
257.760127,-0.0256,-0.0241,0.0402,0.05
257.770392,-0.0750,-0.0185,0.1103,0.13
257.783490,-0.0969,-0.0478,0.1487,0.18
257.798389,-0.1106,-0.0446,0.0604,0.13
257.813170,-0.0515,-0.0336,0.0254,0.07
257.817393,0.0138,-0.0369,-0.0061,0.04
257.828582,0.0561,-0.0209,-0.0696,0.09
257.837025,0.0825,0.0190,-0.1154,0.14
257.847542,0.0855,0.0570,-0.0890,0.14
257.855779,0.0484,0.0600,-0.0254,0.08
257.865049,0.0115,0.0411,0.0218,0.05
257.889092,-0.0235,0.0342,0.0402,0.06
257.889267,-0.0427,0.0381,0.0499,0.08
257.903150,-0.0420,0.0179,0.0543,0.07
257.903246,-0.0220,-0.0097,0.0230,0.03
257.914480,-0.0038,-0.0106,-0.0505,0.05
257.922013,0.0125,0.0201,-0.1044,0.11
257.931834,0.0439,0.0300,-0.0887,0.10
257.948910,0.0650,0.0085,-0.0359,0.07
257.950862,0.0364,-0.0103,-0.0049,0.04
257.962400,-0.0020,-0.0082,0.0138,0.02
257.970361,-0.0319,-0.0123,0.0548,0.06
257.992515,-0.0445,-0.0472,0.0826,0.11
257.998953,-0.0243,-0.0211,0.0424,0.05
258.018522,-0.0137,0.0081,0.0142,0.02
258.018600,-0.0057,0.0150,-0.0077,0.02
258.026657,-0.0039,0.0105,-0.0524,0.05
258.036002,0.0029,0.0238,-0.0985,0.10
258.046155,0.0208,0.0396,-0.0799,0.09
258.055526,0.0482,0.0285,-0.0031,0.06
258.073968,0.0459,0.0012,0.0427,0.06
258.074657,0.0185,-0.0130,0.0252,0.03
258.087689,0.0090,-0.0095,0.0123,0.02
258.093640,0.0139,-0.0068,0.0244,0.03
258.103200,0.0155,-0.0149,0.0257,0.03
258.113500,0.0037,-0.0167,-0.0113,0.02
258.125117,-0.0242,-0.0091,-0.0542,0.06
258.136811,-0.0394,-0.0041,-0.0340,0.05
258.148279,-0.0445,-0.0197,0.0198,0.05
258.160405,-0.0386,-0.0298,0.0599,0.08
258.160510,-0.0215,-0.0233,0.0734,0.08
258.174075,-0.0033,-0.0105,0.0707,0.07
258.187260,0.0190,0.0000,0.0466,0.05
258.201504,0.0273,0.0058,-0.0206,0.03
258.201695,0.0280,0.0113,-0.0846,0.09
258.212713,0.0398,0.0050,-0.0845,0.09
258.223799,0.0300,-0.0016,-0.0452,0.05
258.236664,-0.0039,0.0013,-0.0221,0.02
258.250871,-0.0255,-0.0300,0.0199,0.04
258.263911,-0.0154,-0.0330,0.0752,0.08
258.277643,-0.0152,-0.0210,0.1065,0.11
258.277893,-0.0149,-0.0056,0.0804,0.08
258.290565,-0.0149,-0.0002,0.0039,0.02
258.302432,-0.0194,0.0055,-0.0841,0.09
258.312971,-0.0049,0.0310,-0.1144,0.12
258.313166,-0.0010,0.0408,-0.0941,0.10
258.326500,-0.0060,0.0244,-0.0468,0.05
258.339595,0.0005,-0.0108,0.0023,0.01
258.350513,-0.0029,-0.0264,0.0333,0.04
258.350637,-0.0047,-0.0035,0.0456,0.05
258.363053,0.0109,0.0061,0.0385,0.04
258.375061,0.0217,-0.0095,0.0191,0.03
258.388024,0.0138,-0.0014,0.0062,0.02
258.401568,-0.0219,0.0124,-0.0031,0.03
258.401655,-0.0521,0.0083,-0.0156,0.06
258.413038,-0.0546,-0.0157,-0.0308,0.06
258.425222,-0.0517,-0.0381,-0.0391,0.08
258.438120,0.0049,0.0100,0.0308,0.03
258.451695,0.0131,0.0046,0.0442,0.05
258.462781,0.0272,0.0016,0.0306,0.04
258.475382,0.0351,0.0012,-0.0063,0.04
258.475513,0.0385,0.0205,-0.0251,0.05
258.489884,0.0424,0.0341,-0.0244,0.06
258.501983,0.0248,0.0181,-0.0320,0.04
258.516890,-0.0030,0.0088,-0.0402,0.04
258.517074,-0.0233,0.0011,-0.0473,0.05
258.528985,-0.0282,-0.0052,-0.0284,0.04
258.540385,-0.0095,-0.0133,0.0103,0.02
258.550587,0.0202,-0.0250,0.0408,0.05
258.550792,0.0316,-0.0128,0.0399,0.05
258.563331,0.0271,0.0135,0.0179,0.04
258.577569,0.0148,0.0101,-0.0031,0.02
258.590787,0.0092,-0.0138,-0.0175,0.02
258.591000,0.0019,-0.0289,-0.0273,0.04
258.603264,-0.0112,-0.0325,-0.0164,0.04
258.618435,-0.0285,-0.0226,0.0288,0.05
258.631538,-0.0646,-0.0264,0.0474,0.08
258.643281,-0.0561,-0.0074,0.0267,0.06
258.654082,-0.0229,0.0110,0.0288,0.04
258.666174,0.0048,0.0209,0.0331,0.04
258.666314,0.0186,0.0292,-0.0028,0.03
258.678142,0.0189,0.0431,-0.0637,0.08
258.690931,0.0202,0.0445,-0.0972,0.11
258.703810,0.0373,0.0229,-0.0679,0.08
258.703929,0.0403,-0.0006,-0.0220,0.05
258.717485,0.0188,-0.0011,0.0069,0.02
258.729495,0.0039,0.0224,0.0275,0.04
258.743305,-0.0157,0.0282,0.0364,0.05
258.743400,-0.0274,0.0237,0.0386,0.05
258.754766,-0.0240,0.0131,0.0211,0.03
258.765601,-0.0184,0.0047,-0.0068,0.02
258.778161,-0.0053,-0.0083,-0.0228,0.02
258.791494,0.0171,-0.0292,-0.0235,0.04
258.791661,0.0262,-0.0369,-0.0282,0.05
258.802745,0.0344,-0.0215,-0.0310,0.05
258.815388,0.0363,-0.0060,-0.0110,0.04
258.827136,0.0204,-0.0032,0.0253,0.03
258.840206,-0.0400,0.0081,0.0516,0.07
258.852147,-0.0544,0.0144,0.0394,0.07
258.864991,-0.0487,0.0061,0.0291,0.06
258.865174,-0.0319,-0.0195,0.0111,0.04
258.878008,-0.0046,-0.0207,-0.0165,0.03
258.890145,0.0170,0.0004,-0.0475,0.05
258.901733,0.0346,0.0165,-0.0567,0.07
258.902178,0.0556,0.0265,-0.0382,0.07
258.914629,0.0450,0.0319,-0.0152,0.06
258.927944,0.0173,0.0371,0.0080,0.04
258.940130,-0.0047,0.0262,0.0330,0.04
258.940354,-0.0160,0.0010,0.0414,0.04
258.953736,-0.0262,-0.0164,0.0250,0.04
258.964616,-0.0121,-0.0144,0.0107,0.02
258.977027,0.0098,-0.0131,0.0063,0.02
258.989457,0.0192,-0.0166,-0.0022,0.03
259.005810,0.0277,-0.0058,-0.0385,0.05
259.006125,0.0220,0.0113,-0.0163,0.03
259.018574,0.0223,0.0068,0.0229,0.03
259.029277,0.0156,-0.0083,0.0396,0.04
259.040857,-0.0052,-0.0018,0.0270,0.03
259.058788,-0.0112,0.0060,0.0116,0.02
259.058945,0.0057,0.0007,0.0004,0.01
259.070996,0.0131,-0.0074,-0.0200,0.03
259.073343,0.0105,0.0030,-0.0318,0.03
259.085723,0.0086,0.0132,-0.0122,0.02
259.098042,0.0018,-0.0053,0.0128,0.01
259.103000,-0.0127,-0.0269,0.0199,0.04
259.111176,-0.0271,-0.0307,0.0098,0.04
259.120645,-0.0276,-0.0151,0.0153,0.04
259.130344,-0.0272,-0.0127,0.0324,0.04
259.145502,-0.0277,-0.0244,0.0410,0.06
259.157731,-0.0294,-0.0190,0.0239,0.04
259.168474,-0.0153,0.0007,-0.0130,0.02
259.178881,0.0042,-0.0043,-0.0108,0.01
259.187865,0.0073,-0.0085,-0.0137,0.02
259.196156,0.0117,0.0066,-0.0060,0.01
259.206270,0.0111,0.0163,-0.0037,0.02
259.221226,0.0108,0.0079,-0.0157,0.02
259.225940,0.0101,0.0042,-0.0267,0.03
259.237101,0.0051,0.0089,-0.0272,0.03
259.245159,-0.0024,0.0157,-0.0086,0.02
259.255507,-0.0048,0.0075,0.0098,0.01
259.265486,-0.0055,-0.0082,0.0102,0.01
259.278975,-0.0030,-0.0046,0.0041,0.01
259.292446,0.0109,0.0056,-0.0036,0.01
259.292601,0.0202,0.0006,-0.0180,0.03
259.304314,0.0260,-0.0038,-0.0285,0.04
