# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2026-02-27 18:37:14.916
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
259.316191,0.0183,-0.0085,-0.0281,0.03
259.328014,0.0105,-0.0119,-0.0122,0.02
259.342047,0.0003,-0.0099,0.0131,0.02
259.342129,-0.0135,-0.0155,0.0238,0.03
259.357642,-0.0251,-0.0214,0.0290,0.04
259.370628,-0.0271,-0.0160,0.0349,0.05
259.370917,-0.0350,-0.0145,0.0233,0.04
259.381427,-0.0259,-0.0008,0.0030,0.03
259.390896,-0.0123,0.0075,-0.0279,0.03
259.403253,0.0049,0.0150,-0.0413,0.04
259.417177,0.0197,0.0197,-0.0387,0.05
259.432424,0.0073,0.0092,-0.0248,0.03
259.444883,0.0012,-0.0048,0.0033,0.01
259.445314,-0.0027,-0.0226,0.0296,0.04
259.456023,-0.0082,-0.0278,0.0325,0.04
259.466631,-0.0135,-0.0172,0.0221,0.03
259.481423,-0.0210,-0.0007,0.0047,0.02
259.483648,-0.0250,0.0118,-0.0148,0.03
259.494295,-0.0245,0.0140,-0.0265,0.04
259.505510,-0.0170,0.0120,-0.0129,0.02
259.516337,-0.0001,0.0026,0.0123,0.01
259.529883,0.0127,-0.0210,0.0149,0.03
259.542824,0.0317,-0.0274,0.0027,0.04
259.542947,0.0345,-0.0142,-0.0120,0.04
259.558056,0.0299,0.0012,-0.0128,0.03
259.569789,0.0277,0.0090,-0.0103,0.03
259.579948,-0.0149,0.0248,-0.0322,0.04
259.592216,-0.0271,0.0277,-0.0019,0.04
259.604571,-0.0337,0.0096,0.0316,0.05
259.618763,-0.0353,-0.0070,0.0438,0.06
259.618947,-0.0196,-0.0186,0.0356,0.04
259.630104,0.0116,-0.0213,0.0205,0.03
259.644635,0.0333,-0.0135,-0.0105,0.04
259.644832,0.0335,-0.0007,-0.0524,0.06
259.657387,0.0241,0.0213,-0.0565,0.06
259.668448,0.0004,0.0298,-0.0216,0.04
259.680135,-0.0255,0.0124,0.0211,0.04
259.696148,-0.0344,-0.0054,0.0453,0.06
259.696335,-0.0397,-0.0070,0.0453,0.06
259.706866,-0.0316,-0.0073,0.0398,0.05
259.718230,0.0043,-0.0125,0.0416,0.04
259.730421,0.0310,-0.0198,0.0151,0.04
259.730663,0.0451,-0.0036,-0.0294,0.05
259.746446,0.0534,0.0250,-0.0620,0.09
259.756845,0.0516,0.0367,-0.0719,0.10
259.766917,0.0321,0.0284,-0.0540,0.07
259.778347,0.0077,0.0069,-0.0162,0.02
259.793536,-0.0101,-0.0198,0.0662,0.07
259.807405,-0.0048,-0.0346,0.0529,0.06
259.807614,0.0260,-0.0278,0.0229,0.04
259.818651,0.0338,-0.0107,-0.0128,0.04
259.829218,0.0328,0.0060,-0.0320,0.05
259.842264,0.0275,0.0039,-0.0277,0.04
259.855885,0.0048,-0.0070,-0.0178,0.02
259.856131,-0.0203,-0.0052,0.0006,0.02
259.868503,-0.0308,-0.0027,0.0292,0.04
259.883185,-0.0342,-0.0065,0.0541,0.06
259.883376,-0.0315,-0.0192,0.0525,0.06
259.897295,-0.0183,-0.0304,0.0288,0.05
259.907451,0.0006,-0.0209,0.0030,0.02
259.920014,0.0089,-0.0044,-0.0122,0.02
259.930234,0.0132,-0.0011,-0.0212,0.03
259.930354,0.0098,0.0009,-0.0174,0.02
259.945630,-0.0095,0.0056,-0.0091,0.01
259.959740,-0.0274,0.0233,0.0113,0.04
259.971466,-0.0372,0.0370,0.0098,0.05
259.982112,-0.0233,0.0351,-0.0046,0.04
259.994871,0.0011,0.0272,-0.0159,0.03
260.005537,0.0202,0.0179,-0.0312,0.04
260.019060,0.0419,0.0073,-0.0509,0.07
260.019192,0.0579,-0.0093,-0.0645,0.09
260.034052,0.0636,-0.0102,-0.0419,0.08
260.034407,0.0521,-0.0120,0.0010,0.05
260.045656,0.0124,-0.0184,0.0336,0.04
260.056631,-0.0231,-0.0162,0.0550,0.06
260.068825,-0.0440,-0.0042,0.0656,0.08
260.075657,-0.0533,0.0050,0.0584,0.08
260.084986,-0.0452,-0.0010,0.0352,0.06
260.099306,-0.0149,-0.0263,0.0049,0.03
260.102754,0.0074,-0.0405,-0.0231,0.05
260.119292,0.0299,-0.0270,-0.0393,0.06
260.128830,0.0509,-0.0128,-0.0318,0.06
260.137711,0.0615,-0.0026,-0.0043,0.06
260.146390,0.0385,0.0153,0.0213,0.05
260.156371,-0.0123,0.0280,0.0406,0.05
260.168488,-0.0576,0.0155,0.0590,0.08
260.181332,-0.0505,-0.0274,0.0107,0.06
260.194138,-0.0191,0.0005,-0.0346,0.04
260.207034,-0.0012,0.0122,-0.0503,0.05
260.207149,0.0305,0.0019,-0.0245,0.04
260.220944,0.0273,-0.0094,-0.0372,0.05
260.233900,0.0046,0.0188,-0.0766,0.08
260.247181,0.0225,0.0520,-0.0496,0.08
260.247276,0.0327,0.0319,0.0323,0.06
260.259261,-0.0129,-0.0047,0.0756,0.08
260.271360,-0.0756,-0.0323,0.0338,0.09
260.282621,-0.0691,-0.0164,0.0060,0.07
260.282731,-0.0420,-0.0245,-0.0082,0.05
260.296063,0.0100,-0.0321,-0.0328,0.05
260.308502,0.0507,0.0066,-0.0723,0.09
260.322577,0.0271,0.0688,-0.0731,0.10
260.322755,-0.0330,0.0661,-0.0071,0.07
260.335442,-0.0337,-0.0036,0.0639,0.07
260.347696,-0.0230,-0.0383,0.0507,0.07
260.359204,-0.0227,0.0052,0.0047,0.02
260.371939,0.0463,-0.0202,0.0785,0.09
260.383311,-0.0019,-0.0445,0.0114,0.05
260.395881,-0.0317,-0.0005,-0.0979,0.10
260.396092,0.0224,0.0292,-0.0882,0.10
260.408738,0.0697,0.0180,0.0099,0.07
260.423578,0.0204,-0.0155,0.0395,0.05
260.435702,-0.0103,0.0101,0.0186,0.02
260.435946,-0.0416,0.0297,0.0093,0.05
260.447914,-0.0264,0.0022,0.0525,0.06
260.460934,0.0351,-0.0481,0.0747,0.10
260.472711,0.0677,-0.0397,0.0013,0.08
260.473008,0.0408,0.0394,-0.0511,0.08
260.483419,0.0274,0.0579,-0.0351,0.07
260.495392,0.0032,-0.0190,-0.0328,0.04
260.508958,-0.0110,-0.0333,-0.0677,0.08
260.521916,-0.0269,0.0024,-0.0543,0.06
260.522127,-0.0168,0.0211,0.0588,0.06
260.534674,-0.0174,-0.0239,0.1412,0.14
260.547409,-0.0463,-0.0558,0.0841,0.11
260.558989,-0.0411,-0.0142,-0.0121,0.05
260.571733,0.0447,-0.0186,-0.0264,0.06
260.576071,0.0499,-0.0437,-0.0281,0.07
260.586373,-0.0040,-0.0070,-0.0655,0.07
260.597736,-0.0586,0.0501,-0.0565,0.10
260.607621,-0.0515,0.0402,0.0108,0.07
260.618988,-0.0310,-0.0337,0.0299,0.05
260.633594,-0.0202,-0.0402,0.0156,0.05
260.647177,0.0028,0.0139,0.0214,0.03
260.647266,0.0173,0.0230,0.0336,0.04
260.658933,0.0373,-0.0079,-0.0080,0.04
260.670630,0.0572,-0.0249,-0.0835,0.10
260.688016,0.0524,0.0109,-0.1024,0.12
260.688178,0.0386,0.0381,-0.0431,0.07
260.701108,0.0064,0.0056,0.0229,0.02
260.701183,-0.0325,-0.0300,0.0495,0.07
260.711216,-0.0492,-0.0155,0.0673,0.08
260.723702,-0.0300,-0.0024,0.0732,0.08
260.735305,0.0082,-0.0188,0.0536,0.06
260.747170,0.0390,-0.0401,-0.0156,0.06
260.761342,0.0461,-0.0157,-0.0733,0.09
260.761504,0.0554,0.0339,-0.0440,0.08
260.774166,0.0432,0.0259,0.0119,0.05
260.786456,0.0120,-0.0141,0.0353,0.04
260.798659,-0.0198,-0.0083,0.0382,0.04
260.814332,-0.0308,-0.0074,0.0489,0.06
260.814546,-0.0099,-0.0282,0.0199,0.04
260.824945,0.0178,-0.0139,0.0045,0.02
260.835136,0.0068,0.0147,-0.0375,0.04
260.850068,-0.0016,0.0295,-0.0753,0.08
260.862222,0.0331,0.0353,-0.0641,0.08
260.874299,0.0116,0.0261,-0.0071,0.03
260.874543,-0.0233,0.0351,0.0764,0.09
260.889211,-0.0476,0.0193,0.1110,0.12
260.900017,-0.0648,-0.0120,0.0638,0.09
260.900596,-0.0420,-0.0315,-0.0184,0.06
260.911366,0.0166,-0.0097,-0.0655,0.07
260.923671,0.0267,0.0141,-0.0973,0.10
260.937465,0.0301,0.0259,-0.0779,0.09
260.950717,0.0069,0.0056,-0.0502,0.05
260.950923,-0.0260,-0.0037,0.0024,0.03
260.966049,-0.0470,0.0113,0.0937,0.11
260.978527,-0.0375,-0.0413,0.1387,0.15
260.987516,-0.0122,-0.0318,0.1126,0.12
260.998858,-0.0319,-0.0385,0.0239,0.06
261.011297,0.0003,-0.0059,-0.0736,0.07
261.027652,0.0233,0.0095,-0.1511,0.15
261.027869,0.0447,0.0319,-0.1309,0.14
261.038909,0.0521,0.0444,-0.0371,0.08
261.048573,0.0046,0.0431,0.0439,0.06
261.061390,-0.0483,0.0331,0.0875,0.11
261.074914,-0.0182,0.0004,0.1100,0.11
261.088359,0.0277,-0.0275,0.0858,0.09
261.088621,0.0442,-0.0108,0.0278,0.05
261.094937,0.0571,0.0287,-0.0346,0.07
261.103505,0.0460,0.0494,-0.1094,0.13
261.116704,0.0106,0.0579,-0.1580,0.17
261.131881,-0.0280,0.0109,-0.0156,0.03
261.138376,-0.0428,-0.0214,0.1064,0.12
261.147617,-0.0580,-0.0666,0.1415,0.17
261.156314,-0.0230,-0.0667,0.1102,0.13
261.166424,0.0110,-0.0373,0.0389,0.06
261.178542,0.0432,-0.0013,-0.0221,0.05
261.195779,0.0588,0.0201,-0.0833,0.10
261.195945,0.0265,0.0320,-0.1337,0.14
261.206543,-0.0335,0.0467,-0.1043,0.12
261.214939,-0.0654,0.0231,-0.0131,0.07
261.223667,-0.0838,-0.0276,0.0636,0.11
261.239357,-0.0816,-0.0545,0.0720,0.12
261.242821,-0.0523,-0.0525,0.0620,0.10
261.253695,-0.0041,-0.0395,0.0553,0.07
261.268669,0.0390,-0.0223,0.0062,0.05
261.271343,0.0512,0.0110,-0.0881,0.10
261.281114,0.0361,0.0566,-0.1416,0.16
261.299506,0.0154,0.0674,-0.1064,0.13
261.311768,-0.0494,-0.0424,0.0327,0.07
261.321888,-0.0595,-0.0551,0.0744,0.11
261.328656,-0.0486,-0.0409,0.0906,0.11
261.342064,-0.0089,-0.0302,0.0629,0.07
261.351434,0.0324,-0.0138,-0.0050,0.04
261.361639,0.0466,0.0203,-0.0618,0.08
261.373768,0.0454,0.0455,-0.0736,0.10
261.390147,0.0336,0.0323,-0.0491,0.07
261.404228,0.0065,-0.0275,-0.0250,0.04
261.415275,0.0091,-0.0151,0.0122,0.02
261.425208,0.0385,0.0109,0.0412,0.06
261.436580,0.0390,0.0091,0.0108,0.04
261.449512,0.0283,0.0082,-0.0054,0.03
261.464886,0.0212,0.0016,0.0086,0.02
261.465212,0.0157,-0.0177,-0.0011,0.02
261.479209,0.0205,-0.0229,-0.0280,0.04
261.492572,0.0182,-0.0066,-0.0600,0.06
261.492783,0.0041,0.0176,-0.0770,0.08
261.502676,-0.0270,0.0323,-0.0413,0.06
261.515268,-0.0334,0.0210,0.0318,0.05
261.526588,-0.0165,-0.0121,0.0949,0.10
261.539061,0.0080,-0.0407,0.0971,0.11
261.552556,0.0063,-0.0302,-0.0099,0.03
261.565896,-0.0095,-0.0435,-0.0340,0.06
261.566194,-0.0123,-0.0588,-0.0024,0.06
261.576596,-0.0269,-0.0608,0.0224,0.07
261.591103,-0.0489,-0.0136,0.0184,0.05
261.606294,-0.0686,0.0444,0.0128,0.08
261.606539,-0.0852,0.0603,0.0413,0.11
261.619077,-0.0806,0.0252,0.0971,0.13
261.630166,-0.0317,-0.0189,0.1398,0.14
261.640498,0.0228,-0.0051,0.0950,0.10
261.651970,0.0766,0.0429,-0.0541,0.10
261.652154,0.1104,0.0738,-0.1988,0.24
261.666743,0.1209,0.0902,-0.2440,0.29
261.678318,0.0882,0.0990,-0.1480,0.20
261.690669,0.0427,0.0665,0.0177,0.08
261.690855,-0.0118,-0.0005,0.1290,0.13
261.703538,-0.0493,-0.0387,0.1160,0.13
261.718741,-0.0783,-0.0404,0.0193,0.09
261.731866,0.0251,-0.0276,0.0563,0.07
261.743777,0.0346,-0.0623,0.0733,0.10
261.754190,0.0078,-0.0402,0.0167,0.04
261.766377,-0.0251,0.0259,-0.0583,0.07
261.766478,-0.0618,0.0501,-0.0701,0.11
261.778057,-0.0450,-0.0155,0.0248,0.05
261.791449,-0.0223,-0.0929,0.1469,0.18
261.804130,-0.0440,-0.0680,0.1724,0.19
261.817757,-0.0804,0.0058,0.0727,0.11
261.817961,-0.0719,0.0371,-0.0806,0.11
261.831014,-0.0351,0.0463,-0.1778,0.19
261.841562,0.0127,0.0672,-0.1438,0.16
261.852416,0.0332,0.0669,0.0001,0.07
261.852512,0.0477,0.0280,0.1264,0.14
261.866508,0.0062,-0.0261,0.1149,0.12
261.878060,-0.0369,-0.0236,-0.0250,0.05
261.891033,-0.0040,0.0145,-0.1372,0.14
261.891236,0.0640,0.0160,-0.1406,0.16
261.904793,0.0833,-0.0221,-0.0690,0.11
261.917452,0.0596,-0.0324,-0.0051,0.07
261.930285,-0.0168,-0.0206,-0.0024,0.03
261.930521,-0.0631,0.0104,-0.0008,0.06
261.941693,-0.0283,-0.0110,0.0185,0.04
261.954785,0.0374,-0.0499,0.0582,0.09
261.967115,0.0900,-0.0265,0.1095,0.14
261.979909,0.0386,0.0635,-0.0274,0.08
261.991651,0.0393,0.0639,-0.1334,0.15
262.005643,0.0391,0.0432,-0.1737,0.18
262.005801,0.0510,0.0492,-0.1186,0.14
262.017629,0.0503,0.0404,-0.0110,0.07
262.030154,0.0310,0.0048,0.0538,0.06
262.043026,-0.0064,-0.0232,0.0417,0.05
262.043194,-0.0402,-0.0526,-0.0117,0.07
262.055959,-0.0264,-0.0634,-0.0012,0.07
262.070690,0.0175,-0.0444,0.0717,0.09
262.070864,0.0058,-0.0430,0.1093,0.12
262.080882,-0.0412,-0.0583,0.0988,0.12
262.091734,-0.0800,-0.0808,0.0645,0.13
262.105053,-0.1306,-0.0753,0.0241,0.15
262.111282,-0.1176,-0.0640,0.0322,0.14
262.121299,-0.0489,-0.0771,0.0697,0.11
262.133562,-0.0133,-0.0524,0.0344,0.06
262.143222,-0.0284,0.0403,-0.0630,0.08
262.153319,-0.0370,0.1113,-0.1215,0.17
262.166839,-0.0011,0.0977,-0.0828,0.13
262.179179,0.0403,-0.0016,0.0302,0.05
262.192223,0.0513,0.0358,0.0362,0.07
262.203998,0.0310,0.0450,-0.0118,0.06
262.204123,0.0225,0.0183,-0.0809,0.09
262.215413,0.0245,0.0015,-0.1155,0.12
262.228198,0.0431,-0.0248,-0.0778,0.09
262.241459,0.0468,-0.0221,0.0161,0.05
262.254498,0.0272,-0.0149,0.0615,0.07
262.254616,-0.0274,0.0021,0.0428,0.05
262.266434,-0.0778,0.0480,0.0257,0.09
262.277884,-0.0693,0.0137,0.0383,0.08
262.289533,-0.0301,-0.0705,0.0548,0.09
262.302305,0.0699,-0.0173,-0.0805,0.11
262.315603,0.0606,0.0789,-0.0843,0.13
262.335161,0.0591,0.0779,0.0317,0.10
262.346509,0.0228,-0.0274,0.0864,0.09
262.356673,-0.0282,0.0501,-0.0862,0.10
262.366429,-0.0249,0.0755,-0.1422,0.16
262.377901,-0.0519,0.0726,-0.1345,0.16
262.392077,-0.0902,0.0300,0.0244,0.10
262.405438,-0.0737,-0.0658,0.1775,0.20
262.405555,-0.0359,-0.1680,0.1509,0.23
262.417937,-0.0079,-0.1098,0.0679,0.13
262.429261,0.0800,0.0438,0.0625,0.11
262.444159,0.0684,0.0877,0.0519,0.12
262.455952,-0.0542,-0.0684,-0.1401,0.17
262.468550,-0.0635,-0.0758,-0.1631,0.19
262.479590,-0.0249,0.0017,-0.0604,0.07
262.494505,-0.0033,0.0020,0.0537,0.05
262.494703,-0.0019,-0.0215,0.1333,0.14
262.510141,0.0015,0.0265,0.1659,0.17
262.510343,-0.0119,0.0454,0.1606,0.17
262.523964,0.0424,0.0312,0.1099,0.12
262.533366,0.1092,-0.0020,-0.1126,0.16
262.543362,0.1101,0.0307,-0.3420,0.36
262.555720,0.1202,0.1007,-0.3340,0.37
262.569416,0.0844,0.0686,-0.1825,0.21
262.569622,-0.0212,-0.0439,-0.0340,0.06
262.583523,-0.0531,-0.1047,0.1149,0.16
262.595886,-0.0068,-0.0771,0.2652,0.28
262.596070,-0.0048,-0.0121,0.3051,0.31
262.606970,-0.0140,0.0013,0.1554,0.16
262.620029,-0.0003,-0.0262,-0.0702,0.07
262.631943,0.0031,-0.0230,-0.1954,0.20
262.643889,0.0254,-0.0583,-0.0541,0.08
262.657599,0.0066,-0.0910,-0.0307,0.10
262.667864,-0.0716,-0.0209,-0.0418,0.09
262.683632,-0.0859,0.0757,0.0533,0.13
262.683849,-0.0624,0.0569,0.1984,0.22
262.695949,-0.0473,-0.0167,0.2207,0.23
262.706639,-0.0428,-0.0424,0.0995,0.12
262.718825,-0.0353,0.0072,-0.0565,0.07
262.719052,0.0050,0.0705,-0.1531,0.17
262.732031,0.0043,0.0391,-0.1829,0.19
262.743966,-0.0134,-0.0193,-0.1240,0.13
262.756488,0.0025,-0.0115,0.0217,0.02
262.756732,-0.0432,0.0266,0.1378,0.15
262.769450,-0.0723,0.0528,0.1171,0.15
262.783155,-0.0534,0.0496,-0.0229,0.08
262.794899,-0.0510,0.0279,-0.1346,0.15
262.806946,0.0354,0.0008,0.0083,0.04
262.819923,0.0421,-0.0725,-0.0369,0.09
262.834705,0.0714,-0.0301,-0.0951,0.12
262.834914,0.0905,0.0401,-0.0503,0.11
262.847106,0.0623,0.0542,0.0693,0.11
262.858187,0.0607,-0.0012,0.1935,0.20
262.868223,0.0198,-0.0977,0.1821,0.21
262.881633,-0.0173,-0.0899,0.0158,0.09
262.881878,0.0088,0.0368,-0.1769,0.18
262.896629,0.0036,0.1227,-0.2951,0.32
262.908057,0.0187,0.1143,-0.2323,0.26
262.908334,0.0232,0.0190,-0.0138,0.03
262.919661,-0.0087,-0.0908,0.2257,0.24
262.931707,0.0031,-0.0798,0.3640,0.37
262.944293,0.0293,-0.0423,0.2668,0.27
262.960190,0.0213,-0.0177,0.0125,0.03
262.960402,0.0571,0.0268,-0.1522,0.16
262.971784,0.0658,0.0154,-0.1919,0.20
262.975629,-0.0016,0.0163,-0.1175,0.12
262.996311,-0.1400,-0.0181,0.0096,0.14
263.003602,-0.2158,-0.0208,0.0385,0.22
263.020356,-0.1451,-0.0283,0.1574,0.22
263.022281,-0.0295,-0.0808,0.2949,0.31
263.033882,0.0371,-0.1022,0.2762,0.30
263.042253,0.0615,-0.0335,0.0613,0.09
263.050900,0.0639,0.0722,-0.1635,0.19
263.060483,0.0708,0.1482,-0.2794,0.32
263.069959,0.0644,0.1089,-0.2916,0.32
263.082529,0.0189,0.0046,-0.1909,0.19
263.095564,0.0225,-0.0368,-0.0006,0.04
263.109240,0.0070,-0.0471,0.1451,0.15
263.109349,-0.0429,-0.0393,0.1994,0.21
263.119961,-0.0309,-0.0230,0.1373,0.14
263.131920,0.0145,-0.0080,0.0094,0.02
263.144193,0.0773,0.0354,-0.0859,0.12
263.156736,0.1442,0.0793,-0.0958,0.19
263.156875,0.0843,0.0735,-0.1265,0.17
263.169509,-0.0698,0.0593,-0.2029,0.22
263.181106,-0.1098,0.0177,-0.1631,0.20
263.193362,-0.0514,-0.0829,0.0616,0.12
263.205246,-0.0313,-0.1396,0.2626,0.30
263.205320,0.0026,-0.1240,0.2666,0.29
263.215850,-0.0201,-0.0569,0.1358,0.15
263.228484,-0.0393,0.0608,-0.0145,0.07
263.241833,-0.0383,0.0811,-0.1053,0.14
263.255055,-0.0133,-0.0122,0.0153,0.02
263.267869,-0.0733,-0.0177,-0.0511,0.09
263.279613,-0.1283,-0.0082,-0.1306,0.18
263.279841,-0.0792,-0.0028,-0.0779,0.11
263.290763,-0.0118,-0.0319,0.0556,0.07
263.305066,0.0563,-0.0499,0.1972,0.21
263.318947,0.1066,-0.0550,0.2775,0.30
263.319145,0.0723,-0.0376,0.2146,0.23
263.330642,0.0058,0.0043,-0.0088,0.01
263.341603,0.0076,0.0580,-0.2302,0.24
263.354003,0.0090,0.0795,-0.3014,0.31
263.368252,0.0334,0.0198,-0.2593,0.26
263.368608,0.0417,-0.0268,-0.0963,0.11
263.378300,0.0073,-0.0108,0.1036,0.10
263.390455,-0.0764,0.0277,0.1798,0.20
263.403621,-0.0548,0.0187,0.1042,0.12
263.418556,0.2027,-0.0476,0.1171,0.24
263.422022,0.1719,-0.0155,0.0397,0.18
263.431908,0.1034,0.0323,-0.1792,0.21
263.442948,0.0413,0.0745,-0.3981,0.41
263.453948,0.0524,0.1272,-0.3557,0.38
263.467184,0.0266,0.0760,-0.0963,0.13
263.478915,0.0216,-0.0094,0.1796,0.18
263.479156,0.0138,-0.1126,0.2354,0.26
263.490260,-0.1005,-0.0870,0.1452,0.20
263.505170,-0.1417,0.0366,0.1118,0.18
263.516253,-0.0428,0.0460,0.0899,0.11
263.516493,0.0254,-0.0609,-0.0039,0.07
263.526373,-0.0046,-0.1098,-0.1238,0.17
263.539318,-0.0954,-0.0407,-0.1103,0.15
263.552155,-0.1799,0.0204,0.0130,0.18
263.565035,-0.2749,-0.0285,0.0971,0.29
263.565313,-0.2652,-0.0821,0.1551,0.32
263.578204,-0.2110,-0.0893,0.1533,0.28
263.590583,-0.2261,-0.0358,0.1586,0.28
263.603236,-0.2062,-0.0881,0.1319,0.26
263.614424,-0.0696,-0.1371,-0.1790,0.24
263.626029,-0.0182,0.0294,-0.1244,0.13
263.638816,0.0695,0.0854,0.0375,0.12
263.655138,0.0653,-0.0167,0.0838,0.11
263.655338,0.0349,-0.0520,0.0223,0.07
263.666171,0.0139,0.0424,-0.0252,0.05
263.676813,0.0530,0.1893,0.0480,0.20
263.687823,0.1421,0.1974,0.1102,0.27
263.701351,0.1768,0.0741,-0.0272,0.19
263.701518,0.1921,0.0897,-0.1460,0.26
263.714257,0.2121,0.1300,-0.2567,0.36
263.726066,0.2357,0.1908,-0.1982,0.36
263.726243,0.2608,0.1683,-0.1510,0.35
263.737648,0.1866,0.1121,-0.2425,0.33
263.749202,0.1756,0.1403,-0.1893,0.29
263.761215,0.1324,0.1751,-0.0579,0.23
263.774348,0.0702,0.0486,0.0688,0.11
263.785851,0.0070,-0.1015,0.1459,0.18
263.798607,-0.0598,-0.0713,0.1369,0.17
263.811081,-0.0576,-0.0289,0.1042,0.12
263.823025,-0.0265,-0.1005,-0.0509,0.12
263.823208,-0.0670,-0.1700,-0.1907,0.26
263.835534,-0.0629,-0.1302,-0.1077,0.18
263.848150,-0.0676,-0.1125,0.0811,0.15
263.861934,-0.1630,-0.1351,0.2655,0.34
263.862177,-0.1922,-0.2266,0.3009,0.42
263.874985,-0.0979,-0.2575,0.2875,0.40
263.885856,0.0045,-0.1540,0.2325,0.28
263.896736,-0.0261,-0.0510,0.1298,0.14
263.909397,0.0523,0.0180,0.0701,0.09
263.909624,0.0808,0.0815,-0.0776,0.14
263.922944,-0.0595,0.0953,-0.3492,0.37
263.934327,0.0605,0.1664,-0.3145,0.36
263.946283,0.1826,0.0960,-0.1908,0.28
263.946504,0.0654,0.0111,-0.0718,0.10
263.959772,-0.0414,0.0077,0.0812,0.09
263.972403,-0.0427,0.0099,0.1905,0.20
263.984737,-0.1012,0.0222,0.1375,0.17
263.996885,-0.0056,-0.0245,-0.1887,0.19
264.009265,-0.0295,0.0469,-0.1810,0.19
264.022886,-0.0740,0.0740,-0.0221,0.11
264.023099,-0.1907,-0.0192,0.1241,0.23
264.035979,-0.1482,-0.0560,0.1510,0.22
264.048238,-0.1393,-0.0441,0.0156,0.15
264.062664,-0.1830,-0.0434,-0.1477,0.24
264.063107,0.0705,-0.0047,-0.0061,0.07
264.079775,0.1094,-0.1118,0.0131,0.16
264.079991,-0.0572,-0.1164,-0.1051,0.17
264.091452,-0.0848,0.0529,0.0121,0.10
264.101821,0.0416,0.0694,0.0563,0.10
264.110733,0.0773,0.0835,0.0861,0.14
264.123473,0.0356,0.0210,0.0972,0.11
264.138545,0.0368,-0.0885,0.0782,0.12
264.138714,0.1442,0.0004,0.0548,0.15
264.148197,0.1117,0.0427,-0.1779,0.21
264.157732,-0.0109,0.0810,-0.3629,0.37
264.171352,0.1113,0.1780,-0.2026,0.29
264.185229,0.1639,0.1386,-0.0199,0.22
264.185389,-0.0360,0.0303,0.0478,0.07
264.199751,-0.0966,-0.0448,0.0259,0.11
264.211297,-0.1370,-0.1090,-0.0608,0.19
264.231594,0.1196,0.0546,0.3294,0.35
264.231712,0.1844,-0.1072,0.2616,0.34
264.240441,0.0323,-0.1672,-0.0126,0.17
264.263830,0.0746,-0.0183,-0.2057,0.22
264.263987,0.1772,0.1056,-0.2804,0.35
264.269294,0.0781,0.1231,-0.2300,0.27
264.277910,0.0441,0.0304,-0.0467,0.07
264.296442,0.0815,-0.0479,0.2566,0.27
264.296616,-0.0464,-0.0046,0.4034,0.41
264.307102,-0.2086,0.0029,0.2998,0.37
264.315849,-0.2308,-0.1013,0.0625,0.26
264.325579,0.0058,-0.1190,0.0298,0.12
264.335474,0.1622,-0.0875,0.1265,0.22
264.355345,-0.0335,0.0025,-0.0882,0.09
264.365597,-0.1269,0.0347,-0.3281,0.35
264.373474,-0.1354,0.0809,-0.4057,0.44
264.382957,-0.0428,0.1895,-0.1112,0.22
264.394848,-0.1164,0.0527,0.0690,0.15
264.405281,-0.1270,-0.0486,0.2534,0.29
264.414787,0.0173,-0.0071,0.3144,0.31
264.425954,-0.0335,-0.0503,0.1859,0.20
264.441198,-0.0229,-0.0336,0.0647,0.08
264.441357,0.1668,-0.0990,-0.1142,0.23
264.452487,0.2150,-0.1529,-0.3405,0.43
264.464472,0.1550,0.0395,-0.2624,0.31
264.476352,0.0463,0.0747,-0.2164,0.23
264.491756,-0.0461,0.0736,0.0295,0.09
264.491869,-0.0468,0.0638,0.2748,0.29
264.504179,-0.0757,-0.0153,0.2370,0.25
264.514331,-0.0395,0.0331,0.1939,0.20
264.524747,0.0339,0.0194,0.0725,0.08
264.537804,0.1067,-0.0923,-0.0277,0.14
264.537987,0.1224,-0.1117,-0.0414,0.17
264.554149,0.0446,-0.0314,-0.1850,0.19
264.566221,-0.1256,0.0734,-0.3379,0.37
264.575861,-0.0403,-0.0314,-0.2097,0.22
264.588380,0.0416,-0.0992,0.0470,0.12
264.602438,-0.0257,-0.1121,0.1988,0.23
264.602620,-0.0855,-0.0692,0.1870,0.22
264.617111,-0.0487,0.0339,0.1878,0.20
264.629376,-0.0787,0.0277,0.0903,0.12
264.639556,-0.1153,-0.0316,0.0116,0.12
264.639723,-0.1466,-0.0702,-0.0108,0.16
264.662692,-0.1815,-0.1157,-0.1100,0.24
264.662878,-0.1237,-0.0822,0.0167,0.15
264.668325,-0.0336,-0.0795,0.1928,0.21
264.681587,0.0279,-0.1274,0.1859,0.23
264.687216,-0.0116,-0.0745,0.0910,0.12
264.697293,0.0372,0.0378,-0.0636,0.08
264.707970,0.1287,0.1677,-0.1327,0.25
264.716504,0.1066,0.1795,-0.1477,0.26
264.725284,0.0878,0.1049,-0.1702,0.22
264.736955,0.1682,0.1390,-0.1444,0.26
264.750146,0.0683,0.1892,-0.0881,0.22
264.763582,-0.0664,0.1241,0.0876,0.17
264.776215,0.1817,-0.1076,0.1030,0.24
264.788718,0.0874,-0.0369,0.0146,0.10
264.799886,-0.0075,0.0591,-0.0903,0.11
264.811865,0.1121,0.0559,-0.2314,0.26
